pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
20736335,2978906,225889,,Disruption of androgen and estrogen receptor activity in prostate cancer by a novel dietary diterpene carnosol: implications for chemoprevention.,"Jeremy J Johnson, Deeba N Syed, Yewseok Suh, Chenelle R Heren, Mohammad Saleem, Imtiaz A Siddiqui, Hasan Mukhtar","Johnson, Syed, Suh, Heren, Saleem, Siddiqui, Mukhtar","JJ, DN, Y, CR, M, IA, H","Division of Pharmacy Practice, University of Wisconsin School of Pharmacy, 1031 Rennebohm Hall, Madison, WI 53705, USA. jjjohnson@pharmacy.wisc.edu, , , , , , ",2010-09-01,Cancer Prev Res (Phila),"Cancer prevention research (Philadelphia, Pa.)","KL2 RR025012, 1KL2RR025012-01",1
31315880,6661586,,,Longitudinal effect of nocturnal R-R intervals changes on cardiovascular outcome in a community-based cohort.,"Abdulghani Sankari, Laurel Anne Ravelo, Scott Maresh, Nawar Aljundi, Bander Alsabri, Serene Fawaz, Mulham Hamdon, Ghazwan Al-Kubaisi, Erika Hagen, M Safwan Badr, Paul Peppard","Sankari, Ravelo, Maresh, Aljundi, Alsabri, Fawaz, Hamdon, Al-Kubaisi, Hagen, Badr, Peppard","A, LA, S, N, B, S, M, G, E, MS, P","Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Population Health Sciences, University of Wisconsin, Madison, Wisconsin, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Population Health Sciences, University of Wisconsin, Madison, Wisconsin, USA., Division of Pulmonary Critical Care and Sleep Medicine, Department of Internal Medicine, Wayne State University School of Medicine, Detroit, Michigan, USA., Population Health Sciences, University of Wisconsin, Madison, Wisconsin, USA.",2019-07-17,BMJ Open,BMJ open,UL1 RR025011,1
21068326,3010222,251197,,Activation of microglia depends on Na+/H+ exchange-mediated H+ homeostasis.,"Yan Liu, Douglas B Kintner, Vishal Chanana, Jehad Algharabli, Xinzhi Chen, Yanqin Gao, Jun Chen, Peter Ferrazzano, Julie K Olson, Dandan Sun","Liu, Kintner, Chanana, Algharabli, Chen, Gao, Chen, Ferrazzano, Olson, Sun","Y, DB, V, J, X, Y, J, P, JK, D","Department of Biological Sciences and Biotechnology, School of Medicine, Tsinghua University, Beijing 100084, China., , , , , , , , , ",2010-11-10,J. Neurosci.,The Journal of neuroscience : the official journal of the Society for Neuroscience,"UL1 RR025011, 1UL1RR025011",1
23632943,3747720,,,Characteristics of perimenstrual asthma and its relation to asthma severity and control: data from the Severe Asthma Research Program.,"Chitra K Rao, Charity G Moore, Eugene Bleecker, William W Busse, William Calhoun, Mario Castro, Kian Fan Chung, Serpil C Erzurum, Elliot Israel, Douglas Curran-Everett, Sally E Wenzel","Rao, Moore, Bleecker, Busse, Calhoun, Castro, Chung, Erzurum, Israel, Curran-Everett, Wenzel","CK, CG, E, WW, W, M, KF, SC, E, D, SE","Division of Pulmonary, Allergy, and Critical Care Medicine, Department of Medicine, The University of Pittsburgh Asthma Institute @UPMC and the University of Pittsburgh School of Medicine, Pittsburgh, PA., Division of Pulmonary, Allergy, and Critical Care Medicine, Department of Medicine, The University of Pittsburgh Asthma Institute @UPMC and the University of Pittsburgh School of Medicine, Pittsburgh, PA., Division of Pulmonary, Critical Care, Allergy, and Immunologic Medicine, Department of Pediatrics, Wake Forest School of Medicine, Winston-Salem, NC., Division of Allergy and Clinical Immunology, Department of Medicine, University of Wisconsin-Madison, Madison, WI., Division of Allergy, Pulmonary, Immunology, Critical Care, and Sleep, Department of Internal Medicine, The University of Texas Medical Branch at Galveston, Galveston, TX., Division of Pulmonary &amp; Critical Care Medicine, Department of Medicine, Washington University in St Louis, St Louis, MO., Division of Respiratory Medicine, Department of Internal Medicine, Faculty of Medicine, Imperial College London, London, England., Department of Pathobiology, Cleveland Clinic, Cleveland, OH., Division of Pulmonary and Critical Care, Department of Medicine, Brigham and Women's Hospital, Boston, MA., Division of Biostatistics, Department of Preventive Medicine and Biometrics and Department of Physiology and Biophysics, University of Colorado Denver and National Jewish Health, Denver, CO., Division of Pulmonary, Allergy, and Critical Care Medicine, Department of Medicine, The University of Pittsburgh Asthma Institute @UPMC and the University of Pittsburgh School of Medicine, Pittsburgh, PA. Electronic address: wenzelse@upmc.edu.",2013-04-01,Chest,Chest,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
20660350,2916979,214309,,XBP-1 couples endoplasmic reticulum stress to augmented IFN-beta induction via a cis-acting enhancer in macrophages.,"Ling Zeng, Yi-Ping Liu, Haibo Sha, Hui Chen, Ling Qi, Judith A Smith","Zeng, Liu, Sha, Chen, Qi, Smith","L, YP, H, H, L, JA","Department of Pediatrics, University of Wisconsin School of Medicine and Public Health, Madison, WI 53792, USA., , , , , ",2010-08-15,J. Immunol.,"Journal of immunology (Baltimore, Md. : 1950)","UL1 RR025011-01, UL1 RR025011",1
27612573,6095702,979855,,Food insecurity and cardiovascular health: Findings from a statewide population health survey in Wisconsin.,"Augustine M Saiz, Allison M Aul, Kristen M Malecki, Andrew J Bersch, Rachel S Bergmans, Tamara J LeCaire, F Javier Nieto","Saiz, Aul, Malecki, Bersch, Bergmans, LeCaire, Nieto","AM, AM, KM, AJ, RS, TJ, FJ","University of Wisconsin School of Medicine and Public Health, United States., University of Wisconsin School of Medicine and Public Health, United States., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, United States., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, United States., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, United States., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, United States., Department of Population Health Sciences, University of Wisconsin School of Medicine and Public Health, United States. Electronic address: fjnieto@wisc.edu.",2016-12-01,Prev Med,Preventive medicine,UL1 RR025011,1
21414566,3071556,280578,,?2 adrenergic receptor polymorphisms and nocturnal blood pressure dipping status in the Wisconsin Sleep Cohort Study.,"Orly Vardeny, Paul E Peppard, Laurel A Finn, Juliette H Faraco, Emmanuel Mignot, Khin Mae Hla","Vardeny, Peppard, Finn, Faraco, Mignot, Hla","O, PE, LA, JH, E, KM","University of Wisconsin School of Pharmacy, Madison, Wisconsin 53705-2222, USA. ovardeny@pharmacy.wisc.edu, , , , , ",2011-03-01,J Am Soc Hypertens,Journal of the American Society of Hypertension : JASH,"KL2 RR025012, KL2 RR025012-01, UL1 RR025011",1
29802980,,,,The Amish have decreased asthma and allergic diseases compared with old order Mennonites.,"Jamee C Tantoco, Jordan Elliott Bontrager, Qianqian Zhao, James DeLine, Christine M Seroogy","Tantoco, Elliott Bontrager, Zhao, DeLine, Seroogy","JC, J, Q, J, CM","Department of Pediatrics, University of Wisconsin, Madison, Madison, Wisconsin., Department of Pediatrics, University of Wisconsin, Madison, Madison, Wisconsin., Department of Biostatistics and Medical Informatics, University of Wisconsin, Madison, Madison, Wisconsin., LaFarge Medical Clinic, Vernon Memorial Healthcare, LaFarge, Wisconsin., Department of Pediatrics, University of Wisconsin, Madison, Madison, Wisconsin. Electronic address: cmseroogy@wisc.edu.",2018-08-01,Ann. Allergy Asthma Immunol.,"Annals of allergy, asthma &amp; immunology : official publication of the American College of Allergy, Asthma, &amp; Immunology",UL1 RR025011,
25309970,4190841,612860,,Multiple Testing under Dependence via Semiparametric Graphical Models.,"Jie Liu, Chunming Zhang, Elizabeth Burnside, David Page","Liu, Zhang, Burnside, Page","J, C, E, D","Department of Computer Sciences, University of Wisconsin-Madison., Department of Statistics, University of Wisconsin-Madison., Department of Radiology, University of Wisconsin-Madison., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison.",2014-12-31,Proc Int Conf Mach Learn,Proceedings of the ... International Conference on Machine Learning. International Conference on Machine Learning,UL1 TR000427,1
22160762,3298628,335823,,Smoking cessation and quality of life: changes in life satisfaction over 3 years following a quit attempt.,"Megan E Piper, Susan Kenford, Michael C Fiore, Timothy B Baker","Piper, Kenford, Fiore, Baker","ME, S, MC, TB","Center for Tobacco Research and Intervention, University of Wisconsin School of Medicine and Public Health, Madison, 53593, USA. mep@ctri.medicine.wisc.edu, , , ",2012-04-01,Ann Behav Med,Annals of behavioral medicine : a publication of the Society of Behavioral Medicine,"UL1 RR025011, 1UL1RR025011",1
26350957,4592408,707145,,Together Achieving More: Primary Care Team Communication and Alcohol-Related Healthcare Utilization and Costs.,"Marlon P Mundt, Larissa I Zakletskaia, David A Shoham, Wen-Jan Tuan, Pascale Carayon","Mundt, Zakletskaia, Shoham, Tuan, Carayon","MP, LI, DA, WJ, P","Department of Family Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin., Department of Family Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin., Stritch School of Medicine, Loyola University Chicago Stritch School of Medicine, Chicago, Illinois., Department of Family Medicine, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin., College of Engineering, University of Wisconsin-Madison, Madison, Wisconsin.",2015-10-01,Alcohol. Clin. Exp. Res.,"Alcoholism, clinical and experimental research","UL1 TR000427, UL1TR000427",1
27889451,5227652,824918,,Diet-Microbiota Interactions Mediate Global Epigenetic Programming in Multiple Host Tissues.,"Kimberly A Krautkramer, Julia H Kreznar, Kymberleigh A Romano, Eugenio I Vivas, Gregory A Barrett-Wilt, Mary E Rabaglia, Mark P Keller, Alan D Attie, Federico E Rey, John M Denu","Krautkramer, Kreznar, Romano, Vivas, Barrett-Wilt, Rabaglia, Keller, Attie, Rey, Denu","KA, JH, KA, EI, GA, ME, MP, AD, FE, JM","Wisconsin Institute for Discovery, Madison, WI 53715, USA; Department of Biomolecular Chemistry, University of Wisconsin School of Medicine and Public Health - Madison, Madison, WI 53706, USA., Department of Bacteriology, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Bacteriology, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Bacteriology, University of Wisconsin - Madison, Madison, WI 53706, USA., Biotechnology Center, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Biochemistry, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Biochemistry, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Biochemistry, University of Wisconsin - Madison, Madison, WI 53706, USA., Department of Bacteriology, University of Wisconsin - Madison, Madison, WI 53706, USA. Electronic address: ferey@wisc.edu., Wisconsin Institute for Discovery, Madison, WI 53715, USA; Department of Biomolecular Chemistry, University of Wisconsin School of Medicine and Public Health - Madison, Madison, WI 53706, USA; Morgridge Institute for Research, Madison, WI 53715, USA. Electronic address: john.denu@wisc.edu.",2016-12-01,Mol. Cell,Molecular cell,"UL1 TR000427, KL2 TR000428",1
31258977,6568057,,,Privacy-Preserving Collaborative Prediction using Random Forests.,"Irene Giacomelli, Somesh Jha, Ross Kleiman, David Page, Kyonghwan Yoon","Giacomelli, Jha, Kleiman, Page, Yoon","I, S, R, D, K","ISI Foundation, Turin, Italy., University of Wisconsin-Madison, Madison, WI, USA., University of Wisconsin-Madison, Madison, WI, USA., University of Wisconsin-Madison, Madison, WI, USA., University of Wisconsin-Madison, Madison, WI, USA.",2019-01-01,AMIA Jt Summits Transl Sci Proc,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,UL1 TR002373,1
21167347,3110741,294848,,Effects of smoking and smoking cessation on lipids and lipoproteins: outcomes from a randomized clinical trial.,"Adam D Gepner, Megan E Piper, Heather M Johnson, Michael C Fiore, Timothy B Baker, James H Stein","Gepner, Piper, Johnson, Fiore, Baker, Stein","AD, ME, HM, MC, TB, JH","University of Wisconsin Schoolof Medicine and Public Health, Madison, WI 53792, USA., , , , , ",2011-01-01,Am. Heart J.,American heart journal,"KL2 RR025012, UL1 RR025011",1
21285886,4237064,640930,,"Array comparative genomic hybridization analysis in patients with anophthalmia, microphthalmia, and coloboma.","Gordana Raca, Craig A Jackson, Laimutis Kucinskas, Berta Warman, Joseph T C Shieh, Adele Schneider, Tanya M Bardakjian, Lisa A Schimmenti","Raca, Jackson, Kucinskas, Warman, Shieh, Schneider, Bardakjian, Schimmenti","G, CA, L, B, JT, A, TM, LA","UW Cytogenetic Services, Wisconsin State Laboratory of Hygiene, University of Wisconsin-Madison, Madison, Wisconsin 53706, USA. racago@slh.wisc.edu, , , , , , , ",2011-05-01,Genet. Med.,Genetics in medicine : official journal of the American College of Medical Genetics,"UL1 RR025011, UL1 TR000427, 1UL1RR025011",1
26049312,6697902,997190,,Work system factors influencing physicians' screen sharing behaviors in primary care encounters.,"Onur Asan, Pascale Carayon, John W Beasley, Enid Montague","Asan, Carayon, Beasley, Montague","O, P, JW, E","Center for Patient Care and Outcomes Research, Division of General Internal Medicine, Department of Medicine, Medical College of Wisconsin, Milwaukee, WI, USA. Electronic address: oasan@mcw.edu., Center for Productivity and Productivity Improvement, Department of Industrial and Systems Engineering, University of Wisconsin-Madison, Madison, WI, USA., School of Medicine and Public Health, Department of Family Medicine, University of Wisconsin-Madison, Madison, WI, USA., Division of General Internal Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2015-10-01,Int J Med Inform,International journal of medical informatics,"KL2 RR025012, UL1 RR025011, UL1 TR000427",1
21373764,3105181,275393,,Positron emission tomography imaging of CD105 expression during tumor angiogenesis.,"Hao Hong, Yunan Yang, Yin Zhang, Jonathan W Engle, Todd E Barnhart, Robert J Nickles, Bryan R Leigh, Weibo Cai","Hong, Yang, Zhang, Engle, Barnhart, Nickles, Leigh, Cai","H, Y, Y, JW, TE, RJ, BR, W","Department of Radiology, University of Wisconsin - Madison, Madison, WI 53705-2275, USA., , , , , , , ",2011-07-01,Eur. J. Nucl. Med. Mol. Imaging,European journal of nuclear medicine and molecular imaging,"UL1 RR025011, UL1 RR025011-01, 1UL1RR025011",1
29283289,5888861,,,Molecular characterization of perivascular drainage pathways in the murine brain.,"Melanie-Jane Hannocks, Michelle E Pizzo, Jula Huppert, Tushar Deshpande, N Joan Abbott, Robert G Thorne, Lydia Sorokin","Hannocks, Pizzo, Huppert, Deshpande, Abbott, Thorne, Sorokin","MJ, ME, J, T, NJ, RG, L","1 Institute of Physiological Chemistry and Pathobiochemistry, University of Muenster, Muenster, Germany., 3 Pharmaceutical Sciences Division, School of Pharmacy, University of Wisconsin-Madison, Madison, WI, USA., 1 Institute of Physiological Chemistry and Pathobiochemistry, University of Muenster, Muenster, Germany., 1 Institute of Physiological Chemistry and Pathobiochemistry, University of Muenster, Muenster, Germany., 5 Institute of Pharmaceutical Science, King's College, London, UK., 3 Pharmaceutical Sciences Division, School of Pharmacy, University of Wisconsin-Madison, Madison, WI, USA., 1 Institute of Physiological Chemistry and Pathobiochemistry, University of Muenster, Muenster, Germany.",2018-04-01,J. Cereb. Blood Flow Metab.,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,UL1 TR000427,1
22886699,3523095,400264,,Hexa-D-arginine treatment increases 7B2•PC2 activity in hyp-mouse osteoblasts and rescues the HYP phenotype.,"Baozhi Yuan, Jian Q Feng, Stephen Bowman, Ying Liu, Robert D Blank, Iris Lindberg, Marc K Drezner","Yuan, Feng, Bowman, Liu, Blank, Lindberg, Drezner","B, JQ, S, Y, RD, I, MK","Department of Medicine, University of Wisconsin-Madison and Geriatric Research and Education Center, William S. Middleton Memorial Veterans Hospital, Madison, WI, USA., , , , , , ",2013-01-01,J. Bone Miner. Res.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
21694753,3115647,194159,,People or systems? To blame is human. The fix is to engineer.,Richard J Holden,Holden,RJ,"University of Wisconsin-Madison, Madison, WI, USA.",2009-12-01,Prof Saf,Professional safety,"UL1 RR025011-01, TL1 RR025013, UL1 RR025011",1
23798227,4303605,575304,,PIMiner: a web tool for extraction of protein interactions from biomedical literature.,"Rajesh Chowdhary, Jinfeng Zhang, Sin Lam Tan, Daniel E Osborne, Vladimir B Bajic, Jun S Liu","Chowdhary, Zhang, Tan, Osborne, Bajic, Liu","R, J, SL, DE, VB, JS","Biomedical Informatifcs Research Center, MCRF, Marshfield Clinic, 1000 North Oak Avenue, Marshfield, WI 54449, USA. chowdhary.rajesh@mcrf.mfldclin.edu, , , , , ",2013-01-01,Int J Data Min Bioinform,International journal of data mining and bioinformatics,"UL1 RR025011, UL1 TR000427, 1UL1RR025011",1
26154228,4725322,751952,,A systematic review of mixed methods research on human factors and ergonomics in health care.,"Pascale Carayon, Sarah Kianfar, Yaqiong Li, Anping Xie, Bashar Alyousef, Abigail Wooldridge","Carayon, Kianfar, Li, Xie, Alyousef, Wooldridge","P, S, Y, A, B, A","Center for Quality and Productivity Improvement and Department of Industrial and Systems Engineering, University of Wisconsin-Madison, USA. Electronic address: carayon@engr.wisc.edu., Center for Quality and Productivity Improvement and Department of Industrial and Systems Engineering, University of Wisconsin-Madison, USA., Center for Quality and Productivity Improvement and Department of Industrial and Systems Engineering, University of Wisconsin-Madison, USA., Armstrong Institute for Patient Safety and Quality, Johns Hopkins University, USA., Oracle, USA., Center for Quality and Productivity Improvement and Department of Industrial and Systems Engineering, University of Wisconsin-Madison, USA.",2015-11-01,Appl Ergon,Applied ergonomics,"UL1 TR000427, UL1TR000427",1
24715755,3976691,,,Quantifying optic nerve axons in a cat glaucoma model by a semi-automated targeted counting method.,"Leandro B C Teixeira, Kevin A Buhr, Owen Bowie, Felicia D Duke, T Michael Nork, Richard R Dubielzig, Gillian J McLellan","Teixeira, Buhr, Bowie, Duke, Nork, Dubielzig, McLellan","LB, KA, O, FD, TM, RR, GJ","Department of Pathobiological Sciences, School of Veterinary Medicine, University of Madison-Wisconsin, Madison, WI ; McPherson Eye Research Institute, University of Madison-Wisconsin, Madison, WI., Department of Biostatistics &amp; Medical Informatics, University of Madison-Wisconsin, Madison, WI., Department of Ophthalmology and Visual Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI., Department of Pathobiological Sciences, School of Veterinary Medicine, University of Madison-Wisconsin, Madison, WI ; McPherson Eye Research Institute, University of Madison-Wisconsin, Madison, WI., McPherson Eye Research Institute, University of Madison-Wisconsin, Madison, WI ; Department of Ophthalmology and Visual Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI., Department of Pathobiological Sciences, School of Veterinary Medicine, University of Madison-Wisconsin, Madison, WI ; McPherson Eye Research Institute, University of Madison-Wisconsin, Madison, WI., McPherson Eye Research Institute, University of Madison-Wisconsin, Madison, WI ; Department of Ophthalmology and Visual Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI ; Department of Surgical Sciences, School of Veterinary Medicine, University of Wisconsin, Madison, WI.",2014-01-01,Mol. Vis.,Molecular vision,"UL1 TR000427, UL1TR000427",1
29329416,5914410,,,"Automatic, electrocardiographic-based detection of autonomic arousals and their association with cortical arousals, leg movements, and respiratory events in sleep.","Mads Olsen, Logan Douglas Schneider, Joseph Cheung, Paul E Peppard, Poul J Jennum, Emmanuel Mignot, Helge Bjarup Dissing Sorensen","Olsen, Schneider, Cheung, Peppard, Jennum, Mignot, Sorensen","M, LD, J, PE, PJ, E, HBD","Department of Electrical Engineering, Biomedical Engineering, Technical University of Denmark, Lyngby, Denmark., Department of Psychiatry and Behavioral Medicine, Stanford University Center for Sleep Sciences and Medicine, Stanford University, CA., Department of Psychiatry and Behavioral Medicine, Stanford University Center for Sleep Sciences and Medicine, Stanford University, CA., School of Medicine and Public Health, University of Wisconsin, Madison, WI., Department of Clinical Neurophysiology, Danish Center for Sleep Medicine, Rigshospitalet, Glostrup, Denmark., Department of Psychiatry and Behavioral Medicine, Stanford University Center for Sleep Sciences and Medicine, Stanford University, CA., Department of Electrical Engineering, Biomedical Engineering, Technical University of Denmark, Lyngby, Denmark.",2018-03-01,Sleep,Sleep,UL1 RR025011,1
19282287,2679487,,,Ikaros stability and pericentromeric localization are regulated by protein phosphatase 1.,"Marcela Popescu, Zafer Gurel, Tapani Ronni, Chunhua Song, Ka Ying Hung, Kimberly J Payne, Sinisa Dovat","Popescu, Gurel, Ronni, Song, Hung, Payne, Dovat","M, Z, T, C, KY, KJ, S","Department of Pediatrics, University of Wisconsin, Madison, Wisconsin 53792-4108, USA., , , , , , ",2009-05-15,J. Biol. Chem.,The Journal of biological chemistry,1UL1RR025011,1
30830041,6594891,1522413,,APRIL/BLyS Blockade Reduces Donor-specific Antibodies in Allosensitized Mice.,"Nancy A Wilson, Natalie M Bath, Bret M Verhoven, Xiang Ding, Brittney A Boldt, Adarsh Sukhwal, Weixiong Zhong, Sarah E Panzer, Robert R Redfield","Wilson, Bath, Verhoven, Ding, Boldt, Sukhwal, Zhong, Panzer, Redfield","NA, NM, BM, X, BA, A, W, SE, RR","Division of Nephrology, Department of Medicine, University of Wisconsin-Madison, Madison, WI., Division of Transplant, Department of Surgery, University of Wisconsin-Madison, Madison, WI., Division of Transplant, Department of Surgery, University of Wisconsin-Madison, Madison, WI., Department of Organ Transplantation, Xiangya Hospital, Central South University, Changsha, China., Division of Transplant, Department of Surgery, University of Wisconsin-Madison, Madison, WI., Department of Organ Transplantation, Xiangya Hospital, Central South University, Changsha, China., Department of Pathology, University of Wisconsin-Madison, Madison, WI., Division of Nephrology, Department of Medicine, University of Wisconsin-Madison, Madison, WI., Division of Transplant, Department of Surgery, University of Wisconsin-Madison, Madison, WI.",2019-07-01,Transplantation,Transplantation,"KL2 TR000428, KL2 TR002374",1
29567659,5937189,,,Genetic Drivers of Pancreatic Islet Function.,"Mark P Keller, Daniel M Gatti, Kathryn L Schueler, Mary E Rabaglia, Donnie S Stapleton, Petr Simecek, Matthew Vincent, Sadie Allen, Aimee Teo Broman, Rhonda Bacher, Christina Kendziorski, Karl W Broman, Brian S Yandell, Gary A Churchill, Alan D Attie","Keller, Gatti, Schueler, Rabaglia, Stapleton, Simecek, Vincent, Allen, Broman, Bacher, Kendziorski, Broman, Yandell, Churchill, Attie","MP, DM, KL, ME, DS, P, M, S, AT, R, C, KW, BS, GA, AD","Department of Biochemistry, University of Wisconsin-Madison, Wisconsin 53706-1544., The Jackson Laboratory, Bar Harbor, Maine 06409., Department of Biochemistry, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Biochemistry, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Biochemistry, University of Wisconsin-Madison, Wisconsin 53706-1544., The Jackson Laboratory, Bar Harbor, Maine 06409., The Jackson Laboratory, Bar Harbor, Maine 06409., Maine School of Science and Mathematics, Limestone, Maine 06409., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Wisconsin 53706-1544., Department of Horticulture, University of Wisconsin-Madison, Wisconsin 53706-1544., The Jackson Laboratory, Bar Harbor, Maine 06409 adattie@wisc.edu gary.churchill@jax.org., Department of Biochemistry, University of Wisconsin-Madison, Wisconsin 53706-1544 adattie@wisc.edu gary.churchill@jax.org.",2018-05-01,Genetics,Genetics,UL1 TR000427,1
30413325,6289766,964737,,The optimal dosing scheme for levothyroxine after thyroidectomy: A comprehensive comparison and evaluation.,"Nick A Zaborek, Andy Cheng, Joseph R Imbus, Kristin L Long, Susan C Pitt, Rebecca S Sippel, David F Schneider","Zaborek, Cheng, Imbus, Long, Pitt, Sippel, Schneider","NA, A, JR, KL, SC, RS, DF","Department of Surgery, University of Wisconsin, Madison, WI. Electronic address: zaborek@surgery.wisc.edu., St. Joseph Medical Center, Tacoma, WA., Department of Surgery, University of Wisconsin, Madison, WI., Department of Surgery, University of Wisconsin, Madison, WI., Department of Surgery, University of Wisconsin, Madison, WI., Department of Surgery, University of Wisconsin, Madison, WI., Department of Surgery, University of Wisconsin, Madison, WI.",2019-01-01,Surgery,Surgery,"KL2 TR000428, UL1 TR000427",1
29254422,5984107,942221,,Robust Respondents and Lost Limitations: The Implications of Nonrandom Missingness for the Estimation of Health Trajectories.,"Heide Jackson, Michal Engelman, Karen Bandeen-Roche","Jackson, Engelman, Bandeen-Roche","H, M, K","1 University of Wisconsin-Madison, USA., 1 University of Wisconsin-Madison, USA., 2 Johns Hopkins University, Baltimore, MD, USA.",2019-04-01,J Aging Health,Journal of aging and health,,1
30094809,6235696,970606,,Improving the ED-to-Home Transition: The Community Paramedic-Delivered Care Transitions Intervention-Preliminary Findings.,"Manish N Shah, Matthew M Hollander, Courtney Mc Jones, Thomas V Caprio, Yeates Conwell, Jeremy T Cushman, Eva H DuGoff, Amy J H Kind, Michael Lohmeier, Ranran Mi, Eric A Coleman","Shah, Hollander, Jones, Caprio, Conwell, Cushman, DuGoff, Kind, Lohmeier, Mi, Coleman","MN, MM, CM, TV, Y, JT, EH, AJH, M, R, EA","Department of Emergency Medicine, School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin., Department of Emergency Medicine, School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin., Department of Emergency Medicine, University of Rochester Medical Center, Rochester, New York., Division of Geriatrics, Department of Medicine, University of Rochester Medical Center, Rochester, New York., Department of Psychiatry, University of Rochester Medical Center, Rochester, New York., Department of Emergency Medicine, University of Rochester Medical Center, Rochester, New York., Department of Health Services Administration, School of Public Health, University of Maryland College Park, Maryland., Division of Geriatrics and Gerontology, Department of Medicine, School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin., Department of Emergency Medicine, School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin., Department of Emergency Medicine, School of Medicine and Public Health, University of Wisconsin, Madison, Wisconsin., Department of Medicine, University of Colorado-Denver, Aurora, Colorado.",2018-11-01,J Am Geriatr Soc,Journal of the American Geriatrics Society,UL1TR000427,1
31588364,6778663,1050825,,Mindfulness and Climate Change Action: A Feasibility Study.,"Maggie Grabow, Thomas Bryan, Mary Checovich, Alexander Converse, Cathy Middlecamp, Margaret Mooney, Elisa Torres, Samuel Younkin, Bruce Barrett","Grabow, Bryan, Checovich, Converse, Middlecamp, Mooney, Torres, Younkin, Barrett","M, T, M, A, C, M, E, S, B","Department of Family Medicine and Community Health, University of Wisconsin-Madison, Madison, WI 53715, USA., Nelson Institute for Environmental Studies, University of Wisconsin-Madison, Madison, WI 53706, USA., Department of Family Medicine and Community Health, University of Wisconsin-Madison, Madison, WI 53715, USA., Waisman Center, University of Wisconsin-Madison, Madison, WI 53705, USA., Nelson Institute for Environmental Studies, University of Wisconsin-Madison, Madison, WI 53706, USA., Cooperative Institute for Meteorological Satellite Studies, Space Science and Engineering Center, University of Wisconsin-Madison, Madison, WI 53706, USA., University of Mississippi Medical Center School of Nursing, Jackson, MI 39216, USA., Global Health Institute, University of Wisconsin-Madison, Madison, WI, 53706, USA., Department of Family Medicine and Community Health, University of Wisconsin-Madison, Madison, WI 53715, USA.",2018-05-01,Sustainability,Sustainability,"UL1 TR000427, KL2 TR000428",1
